FLJ33534	24	1	3	22	8	52
FLJ33581	277	7	21	252	86	330
FLJ33630	510	9	51	478	158	810
FLJ34208	?	?	?	13	2	10
FLJ34503	8	1	26	3	24
FLJ35024	?	?	?	10	3	15
FLJ35282	257	11	25	321	122	305
FLJ35390	20	7	10	8	32
FLJ35946	987	29	110	1359	431	2231
FLJ36000	38	1	3	41	8	52
FLJ36777	83	2	11	131	36	163
FLJ37035	20	2	4	5	14
FLJ37201	259	20	210	80	270
FLJ37453	423	16	67	476	112	738
FLJ37505	173	1	1	214	80	230
FLJ38109	862	35	90	791	283	1192
FLJ38576	15	1	2	4	2	15
FLJ39051	153	1	10	87	37	140
FLJ39080	?	?	?	?	?	7
FLJ39639	818	23	152	1028	335	1739
FLJ39739	1760	44	151	2535	796	3550
FLJ40292	70	2	5	84	38	147
FLJ40852	120	2	11	89	4	154
FLJ41200	1332	44	181	1471	467	2508
FLJ41649	?	?	?	?	?	1
FLJ41941	410	4	64	567	140	861
FLJ42102	2206	93	307	2876	907	4233
FLJ42289	?	?	?	12	7	15
FLJ42351	32	1	1	52	13	78
FLJ42393	255	12	38	279	116	351
FLJ42627	781	19	96	817	217	1169
FLJ42709	538	13	69	691	267	995
FLJ42969	38	7	20	16	35
FLJ43315	216	11	30	227	72	302
FLJ43663	1555	43	195	1861	557	2682
FLJ43681	1141	36	153	1408	381	1932
FLJ43879	94	7	16	133	58	207
FLJ44313	?	?	?	?	?	8
FLJ44511	23	1	22	1	41
FLJ44635	30	1	20	4	39
FLJ45079	?	?	?	7	2	9
FLJ45340	3925	136	596	4785	1494	7015
FLJ45445	847	32	206	946	244	1503
FLJ45513	147	5	6	82	28	111
FLJ45974	41	4	38	11	72
FLJ46257	33	1	2	26	6	44
FLJ46284	?	?	?	?	?	3
FLJ46300	?	?	?	?	?	7
FLJ46361	1807	70	246	2308	747	3403
FLJ46446	1017	30	124	985	245	1929
FLJ46906	66	4	78	34	94
FLNA	74349	2784	12824	57418	17562	112844
FLNB	85030	2427	9229	75183	23694	107565
FLNC	26528	910	4576	18576	5909	33966
FLOT1	4560	130	603	2949	904	4532
FLOT2	2754	95	391	2056	651	3659
FLRT1	81	8	18	79	23	118
FLRT2	5413	156	518	4135	1325	5652
FLRT3	18	4	4	98	43	114
FLT1	5080	134	470	4270	1375	5943
FLT3	3	4	3	3	3	10
FLT3LG	150	19	144	49	253
FLT4	1596	39	216	782	257	1242
FLVCR1	2258	76	275	2401	711	3825
FLVCR1-AS1	166	16	138	69	228
FLVCR2	722	18	59	509	194	789
FLYWCH1	528	15	91	448	173	990
FLYWCH2	262	6	66	193	60	426
FMN1	4288	160	536	6530	2088	9513
FMN2	2372	63	254	1341	504	1871
FMNL1	302	7	38	351	141	591
FMNL2	5462	175	534	7398	2331	10503
FMNL3	5883	180	701	8982	2982	12994
FMO2	9	1	6	2	9
FMO3	?	?	?	2	2	13
FMO4	82	5	76	11	75
FMO5	114	5	13	121	36	140
FMO6P	?	?	?	4	1	2
FMOD	?	?	?	4	2	6
FMR1	7148	190	697	5838	1884	8666
FMR1-AS1	187	4	15	147	44	227
FMR1NB	?	?	?	?	?	3
FN1	238516	6223	23520	222864	72131	288535
FN3K	100	1	8	53	24	73
FN3KRP	1814	54	225	1586	471	2535
FNBP1	3665	137	424	3227	1070	4338
FNBP1L	3420	87	291	3283	1043	4757
FNBP4	5324	146	595	5635	1912	7488
FNDC1	71	8	62	26	78
FNDC3A	11536	316	1109	14521	4702	20980
FNDC3B	18752	481	1732	21416	6806	29860
FNDC4	697	11	80	499	158	656
FNDC5	238	6	15	160	41	255
FNDC7	16	3	4	37	14	67
FNDC8	47	3	10	50	14	100
FNDC9	132	6	12	88	14	99
FNIP1	9582	254	986	11455	3781	16820
FNIP2	1744	53	188	1973	611	3009
FNTA	2793	75	269	3546	1146	5303
FNTB	1645	47	204	1204	324	1812
FOCAD	8604	281	771	8138	2577	10716
FOLR1	?	?	?	?	?	1
FOLR2	?	?	?	1	3	5
FOLR3	16	1	17	4	13
FONG	?	?	?	6	6	10
FOPNL	2946	101	353	3593	1005	4886
FOS	142	5	27	349	105	528
FOSB	53	2	7	146	38	212
FOSL1	3379	142	510	11156	3654	17160
FOSL2	5770	174	680	5158	1613	7958
FOXA1	61	6	40	9	71
FOXA2	?	?	?	?	?	2
FOXA3	14	2	14	4	10
FOXB1	?	?	?	?	?	4
FOXC1	208	2	17	162	64	260
FOXC2	16	1	2	15	8	31
FOXD1	856	34	136	1675	489	2837
FOXD2	93	16	51	8	70
FOXD2-AS1	84	6	11	76	22	79
FOXD3	?	?	?	?	2	1
FOXD4	?	?	?	19	12	20
FOXD4L1	?	?	?	9	4	11
FOXD4L2	1313	38	79	994	319	1297
FOXD4L3	6	2	17	5	16
FOXD4L4	1313	38	79	994	319	1297
FOXD4L5	686	20	41	529	164	644
FOXD4L6	26	2	49	17	51
FOXE1	941	32	99	1021	321	1463
FOXF1	40	4	5	53	32	104
FOXG1	438	12	69	679	237	1164
FOXH1	540	18	53	407	136	661
FOXI1	?	?	?	?	?	2
FOXI2	?	?	?	?	?	4
FOXJ2	2288	55	236	2037	639	2932
FOXJ3	6331	194	669	7137	2213	10117
FOXK1	9335	331	1367	11815	3536	18913
FOXK2	3277	92	371	3058	950	4748
FOXL1	431	35	31	672	233	1025
FOXL2	342	12	36	298	78	604
FOXM1	8861	330	1052	7502	2221	10949
FOXN2	3342	104	351	3925	1185	6012
FOXN3	4975	125	523	2538	745	3547
FOXN3-AS1	91	4	15	65	16	83
FOXN3-AS2	26	4	5	46	19	49
FOXN4	?	?	?	?	?	2
FOXO1	424	10	39	601	186	910
FOXO3	7552	233	780	6938	2086	9800
FOXO3B	3715	99	419	3765	1100	4896
FOXO4	294	3	25	178	59	345
FOXP1	4672	122	414	6865	2262	9802
FOXP2	?	?	?	?	?	1
FOXP3	31	6	14	10	44
FOXP4	1587	62	209	1676	552	2676
FOXRED1	2109	81	260	2098	670	3369
FOXRED2	6964	218	867	4680	1555	7488
FOXS1	?	?	?	?	?	6
FP588	59	2	2	40	6	52
FPGS	1672	62	262	1369	328	2241
FPGT	944	19	79	966	331	1431
FPGT-TNNI3K	177	3	11	182	57	248
FPR1	6	2	8	2	16
FPR3	?	?	?	?	?	12
FRA10AC1	1150	32	119	1343	370	1707
FRAS1	1251	24	112	696	274	965
FRAT1	73	7	60	13	81
FRAT2	370	10	29	360	133	557
FREM1	?	?	?	?	?	2
FREM2	338	8	42	323	80	443
FREM3	35	2	37	6	45
FRG1	4807	144	404	4332	1429	5956
FRG1B	2871	71	235	2501	857	3305
FRG2	160	2	24	185	20	273
FRG2B	?	?	?	50	4	51
FRG2C	163	6	28	212	32	315
FRK	78	2	5	168	29	244
FRMD1	?	?	?	?	?	2
FRMD3	77	2	20	80	48	190
FRMD4A	4216	187	522	4208	1374	6297
FRMD4B	178	9	22	148	29	146
FRMD5	1154	36	152	1412	383	1850
FRMD6	21238	599	2106	21842	6903	32824
FRMD6-AS1	3313	125	516	3745	1038	6330
FRMD6-AS2	136	11	17	189	66	252
FRMD7	?	?	?	?	?	3
FRMD8	1282	41	190	1718	548	2935
FRMD8P1	?	?	?	?	?	31
FRMPD1	?	?	?	7	2	7
FRMPD2	81	2	11	67	16	138
FRMPD2P1	75	10	56	34	169
FRMPD4	350	7	45	541	123	577
FRRS1	2463	113	314	2505	794	3967
FRRS1L	48	2	73	15	70
FRS2	3506	77	327	5057	1789	7652
FRS3	109	7	62	19	145
FRY	598	17	67	414	120	554
FRYL	18371	564	1605	17147	5771	23839
FRZB	7	1	2	17	6	19
FSBP	2544	85	292	2622	816	3952
FSCB	?	?	?	?	?	2
FSCN1	1616	31	248	1903	579	3998
FSCN2	8	3	8	1	12
FSCN3	?	?	?	?	?	2
FSD1	1180	41	167	764	264	1516
FSD1L	1121	31	111	1008	301	1490
FSD2	31	3	19	17	37
FSHB	?	?	?	?	?	3
FSIP1	219	6	21	200	90	321
FSIP2	86	2	5	53	9	57
FST	3677	117	360	2007	547	2684
FSTL1	134300	3336	11892	48581	16025	65642
FSTL3	1429	42	167	1174	392	2004
FSTL4	?	?	?	6	9	25
FSTL5	115	5	15	123	35	199
FTCD	?	?	?	?	?	27
FTH1	30661	1005	3245	40927	13596	57034
FTH1P3	1497	67	176	2197	600	2453
FTL	32316	1178	3670	22368	6882	36817
FTLP10	149	7	46	183	79	316
FTO	5416	118	561	4765	1599	6565
FTSJ1	1995	66	218	1904	632	3022
FTSJ2	1743	33	217	2205	704	3156
FTSJ3	6436	181	674	5783	1792	7829
FTSJD1	3208	79	305	3766	1219	5220
FTSJD2	12291	348	1225	12024	3870	17205
FTX	2024	74	316	2408	797	3485
FUBP1	15222	402	1468	14049	4841	20430
FUBP3	6057	209	641	5671	1900	9095
FUCA1	3480	82	300	2927	1075	3976
FUCA2	6864	149	684	5644	1706	7486
FUK	254	11	42	216	63	385
FUNDC1	910	20	98	777	264	1106
FUNDC2	1691	50	185	894	324	1327
FUNDC2P2	15	3	4	12	2	13
FUOM	67	3	10	45	16	111
FURIN	1998	59	339	1913	583	3863
FUS	5441	156	615	5153	1801	10213
FUT1	1895	52	258	2264	710	3353
FUT10	1119	52	106	946	282	1243
FUT11	2172	78	265	1510	479	2467
FUT2	1191	48	218	1700	544	2351
FUT3	13	2	2	41	29	26
FUT4	1042	30	122	1466	462	2110
FUT6	800	44	126	940	276	1474
FUT8	9766	275	929	15167	4904	19170
FUT8-AS1	102	1	21	172	69	250
FUT9	119	4	9	185	57	188
FUZ	522	16	74	371	129	594
FXN	2414	87	360	3109	1039	4449
FXR1	15508	402	1632	14766	4724	21056
FXR2	4574	123	466	4509	1472	6322
FXYD1	?	?	?	?	?	15
FXYD2	?	?	?	?	?	12
FXYD3	?	?	?	?	?	2
FXYD5	6296	227	696	6689	2148	9541
FXYD6	1003	32	106	573	184	888
FXYD6-FXYD2	327	5	39	204	60	277
FXYD7	?	?	?	?	1	6
FYB	17	2	18	2	21
FYCO1	4946	150	544	3308	1152	5050
FYN	6722	208	617	5862	1891	8242
FYTTD1	9717	287	910	10896	3533	15862
FZD1	191	6	21	152	60	270
FZD2	1655	44	237	1065	333	1667
FZD3	5455	130	579	5168	1637	7700
FZD4	2494	67	273	2543	755	3533
FZD5	803	16	108	526	197	708
FZD6	12289	331	1080	7061	2371	10448
FZD7	1360	28	133	775	213	1193
FZD8	89	10	377	138	648
FZD9	?	?	?	10	4	18
FZR1	1420	79	275	1147	407	2395
G0S2	73	12	201	67	467
G2E3	8316	263	825	6179	1808	9023
G3BP1	31458	839	2981	35584	11177	47381
G3BP2	15973	464	1540	12760	4102	18146
G6PC	477	28	72	573	182	863
G6PC2	?	?	?	?	?	2
G6PC3	1973	62	254	1302	381	2135
G6PD	1738	49	298	1189	335	2463
GAA	259	11	49	89	39	201
GAB1	2425	65	197	1599	499	2386
GAB2	1046	34	125	845	234	1170
GAB3	103	4	4	105	51	159
GAB4	?	?	?	?	?	2
GABARAP	5249	134	423	4162	1408	5379
GABARAPL1	1559	31	143	1396	522	2067
GABARAPL2	1923	42	200	2296	783	3399
GABARAPL3	29	1	35	5	39
GABBR1	1608	45	206	930	321	1354
GABBR2	78	4	13	83	22	163
GABPA	4410	103	432	3331	926	4692
GABPB1	2325	56	216	2830	851	3930
GABPB1-AS1	1638	61	242	1702	519	2582
GABPB2	403	12	47	441	87	529
GABRA1	?	?	?	?	?	2
GABRA2	173	21	261	48	258
GABRA3	3437	63	262	1326	439	1660
GABRA4	?	?	?	7	2	1
GABRA5	?	?	?	?	?	6
GABRA6	?	?	?	?	4	2
GABRE	1472	37	151	1902	752	2832
GABRG3	?	?	?	?	?	3
GABRQ	396	5	44	315	97	395
GABRR1	78	5	8	94	42	79
GABRR2	85	4	82	40	124
GAD1	645	23	67	448	153	647
GADD45A	1478	40	152	1757	514	2628
GADD45B	599	19	84	685	175	1112
GADD45G	?	?	?	?	2	3
GADD45GIP1	601	24	104	492	189	1026
GADL1	2	2	3	5	14
GAGE1	1	1	6	5	5
GAGE12B	?	?	?	21	9	9
GAGE12C	?	?	?	54	18	18
GAGE12D	?	?	?	54	18	18
GAGE12E	?	?	?	54	18	18
GAGE12F	?	?	?	29	13	9
GAGE12G	?	?	?	47	15	15
GAGE12H	?	?	?	28	12	12
GAGE12I	?	?	?	35	16	9
GAGE12J	?	?	?	2	3	3
GAGE4	?	?	?	9	10	3
GAGE5	?	?	?	9	10	3
GAGE6	?	?	?	26	6	6
GAGE7	?	?	?	9	10	3
GAK	1782	61	252	1767	636	3323
GAL	40	2	7	32	8	43
GAL3ST1	?	?	?	?	?	3
GAL3ST2	?	?	?	?	?	1
GAL3ST3	26	2	2	18	5	31
GAL3ST4	1415	68	168	1551	469	2289
GALC	2652	81	314	2171	669	3120
GALE	2378	81	296	1876	518	3252
GALK1	298	44	162	40	349
GALK2	3704	125	344	3909	1320	5567
GALM	2083	82	191	1944	582	2764
GALNS	1017	32	138	799	289	1418
GALNT1	12157	298	1067	10143	3440	13339
GALNT10	8533	225	976	5443	1758	7541
GALNT11	2779	85	214	1898	599	2730
GALNT12	1400	17	93	1387	398	1842
GALNT13	113	8	33	9	83
GALNT14	876	11	87	524	172	887
GALNT15	561	11	55	787	280	1135
GALNT16	1289	31	163	796	273	1219
GALNT18	605	13	79	413	100	584
GALNT2	10102	295	1227	6973	2217	10894
GALNT3	?	?	?	?	?	12
GALNT4	2507	80	296	3251	984	4746
GALNT5	1082	25	93	568	236	975
GALNT6	1991	58	232	2510	774	3456
GALNT7	8062	188	733	4830	1566	6948
GALNT9	?	?	?	?	?	4
GALNTL5	?	?	?	?	?	10
GALNTL6	34	2	4	25	4	33
GALR2	4	1	4	4	1	4
GALR3	?	?	?	?	?	3
GALT	1351	40	197	840	265	1537
GAMT	670	21	138	434	123	832
GAN	1791	50	158	2855	859	3794
GANAB	54292	1586	5348	40300	12464	56467
GANC	1853	40	166	1781	572	2535
GAP43	?	?	?	?	?	2
GAPDH	169475	5233	19431	155071	47321	246939
GAPDHS	232	8	30	165	76	257
GAPVD1	11627	328	1166	10730	3399	14551
GAR1	579	36	49	803	249	1175
GAREM	51	8	105	25	159
GAREML	1064	34	155	998	361	1700
GARNL3	407	23	38	324	136	427
GARS	8375	232	803	10730	3500	13914
GART	12513	324	1128	11833	3845	16074
GAS1	300	4	35	176	68	278
GAS2	?	?	?	17	2	15
GAS2L1	241	10	43	222	74	491
GAS2L3	3684	114	352	1975	622	2655
GAS5	7199	161	664	6017	1969	8421
GAS5-AS1	397	13	37	387	94	507
GAS6	2332	94	339	1396	404	2612
GAS6-AS1	233	13	48	161	49	308
GAS7	1977	74	231	1794	556	2836
GAS8	898	27	135	869	259	1661
GAST	?	?	?	?	2	4
GATA1	?	?	?	?	?	2
GATA2	676	16	107	618	203	1032
GATA3	155	4	20	137	59	256
GATA3-AS1	?	?	?	10	12	25
GATA4	?	?	?	?	?	2
GATA6	270	6	52	417	103	617
GATAD1	3590	135	424	4625	1521	6647
GATAD2A	3320	99	457	3007	951	5243
GATAD2B	3061	93	286	2699	910	3675
GATC	6149	182	713	5593	1772	8297
GATM	161	2	13	110	34	166
GATM-AS1	1794	105	266	2159	643	3639
GATS	775	30	107	554	180	850
GATSL1	322	13	51	214	37	300
GATSL2	391	20	63	272	50	383
GATSL3	118	5	6	97	26	150
GBA	7932	230	773	4986	1578	7672
GBA2	4074	153	492	3266	992	4940
GBA3	?	?	?	?	?	1
GBAP1	2527	70	273	1529	433	2335
GBAS	3786	115	333	2908	950	4587
GBE1	8757	187	809	7532	2563	10227
GBF1	11325	367	1228	10898	3450	15207
GBGT1	137	1	25	72	20	119
GBP1	4437	96	437	8384	2704	11507
GBP1P1	119	4	17	243	58	321
GBP2	536	14	44	873	233	1143
GBP3	6860	188	581	8159	2697	11413
GBP4	1685	55	205	2227	701	3424
GBP5	766	13	85	915	239	1150
GBP6	719	31	136	976	323	1467
GBP7	37	2	44	26	46
GBX1	?	?	?	6	4	4
GBX2	54	2	7	35	17	93
GCA	504	16	41	412	108	671
GCAT	1430	59	212	1205	394	2012
GCC1	1335	41	150	1646	502	2415
GCC2	7631	245	730	7916	2493	10633
GCDH	818	18	110	666	164	1181
GCFC2	2097	65	189	2008	632	3011
GCH1	1384	36	166	1122	372	2044
GCHFR	108	9	67	13	79
GCK	50	4	8	30	8	38
GCKR	?	?	?	26	1	24
GCLC	2507	65	192	2583	859	3796
GCLM	2574	58	337	3987	1373	6179
GCM1	79	4	15	102	29	120
GCM2	?	?	?	11	3	5
GCN1L1	16280	492	2112	13912	4252	22430
GCNT1	7228	243	715	4357	1296	5688
GCNT2	543	11	51	676	215	879
GCNT3	?	?	?	2	4	5
GCNT4	60	4	12	57	15	129
GCNT7	1510	38	189	1566	581	2267
GCOM1	2887	74	279	2614	739	4040
GCSAM	310	8	39	497	181	680
GCSAML	10	1	1	15	6	29
GCSH	2903	94	285	2577	724	3578
GCSHP3	265	12	24	139	46	260
GDA	?	?	?	20	9	41
GDAP1	3184	71	302	3124	1000	4366
GDAP1L1	9	2	14	4	20
GDAP2	4970	147	542	4391	1370	5770
GDE1	6808	205	704	6361	2183	8858
GDEP	?	?	?	?	?	2
GDF1	304	14	47	185	76	362
GDF10	?	?	?	2	2	12
GDF11	1982	57	195	942	342	1356
GDF15	281	15	48	419	119	832
GDF5	283	9	51	208	64	381
GDF6	248	11	24	74	21	127
GDF9	30	4	1	28	16	34
GDI1	6185	219	718	5638	1858	8913
GDI2	16602	464	1603	17605	5744	24555
GDNF	298	16	20	452	156	696
GDPD1	2806	87	380	3260	1015	5299
GDPD2	79	1	4	83	25	101
GDPD3	137	4	33	65	25	128
GDPD4	?	?	?	?	?	15
GDPD5	630	18	94	774	241	1349
GDPGP1	118	5	28	95	48	145
GEM	2750	94	256	5424	1627	8324
GEMIN2	1682	42	143	1596	607	2541
GEMIN4	2249	60	306	2303	748	4123
GEMIN5	7306	229	781	6226	2013	7989
GEMIN6	907	12	93	1018	333	1375
GEMIN7	437	11	38	580	170	883
GEMIN8	2950	131	551	3632	1102	5836
GEMIN8P4	?	?	?	22	12	32
GEN1	5271	157	564	4165	1354	5707
GET4	1106	38	153	1037	325	1808
GFAP	50	9	40	15	80
GFER	699	15	95	582	183	1181
GFI1	26	5	28	11	50
GFM1	6895	237	655	6717	2109	9384
GFM2	10116	260	908	6772	2088	9525
GFOD1	357	13	58	454	111	686
GFOD2	4534	172	628	5603	1665	7742
GFPT1	12682	296	1281	12627	3838	17673
GFPT2	3085	52	286	9045	2829	13685
GFRA1	21296	631	2028	7573	2440	10431
GFRA2	?	?	?	?	?	27
GFRA3	92	2	4	34	14	69
GFRA4	?	?	?	?	?	2
GFRAL	531	27	82	751	239	1066
GGA1	1860	55	243	1612	521	2767
GGA2	6662	200	736	6107	2059	9490
GGA3	2388	85	301	2247	696	3496
GGACT	158	5	15	131	38	233
GGCT	2459	70	235	2460	752	3776
GGCX	8462	245	931	5958	2044	9097
GGH	13238	326	1091	10397	3694	16022
GGN	20	4	9	5	31
GGNBP1	?	?	?	6	3	12
GGNBP2	4219	119	414	4348	1581	5985
GGPS1	3639	116	478	3711	1127	6200
GGT1	52	6	73	17	109
GGT3P	?	?	?	13	1	21
GGT5	23	3	2	30	11	61
GGT6	1357	78	235	1787	520	2520
GGT7	1011	41	199	780	273	1537
GGT8P	1977	75	304	2751	893	3948
GGTLC1	?	?	?	?	?	6
GGTLC2	?	?	?	?	?	12
GH2	?	?	?	?	?	1
GHDC	573	13	54	376	114	573
GHITM	9027	227	819	6020	1884	9218
GHR	562	14	77	529	169	981
GHRH	?	?	?	?	3	2
GHRL	122	3	21	168	48	216
GHRLOS	320	26	38	453	139	525
GHSR	?	?	?	20	4	17
GID4	1232	24	107	1070	315	1532
GID8	3814	125	383	3806	1253	6033
GIF	?	?	?	15	3	5
GIGYF1	2814	88	454	2224	700	4317
GIGYF2	10652	295	1085	10000	3314	13545
GIMAP1	374	16	41	565	173	702
GIMAP1-GIMAP5	?	?	?	?	2	2
GIMAP2	128	10	189	54	323
GIMAP5	?	?	?	?	2	2
GIMAP6	15	2	2	4	3	7
GIMAP8	?	?	?	?	?	2
GIMD1	?	?	?	?	?	3
GIN1	455	17	46	413	174	611
GINM1	2184	60	190	1715	576	2426
GINS1	6538	210	641	7742	2462	11597
GINS2	2903	67	293	1761	582	2394
GINS3	2306	60	217	1985	638	2933
GINS4	2799	105	318	2349	811	3714
GIPC1	2243	97	353	1452	474	3116
GIPC2	?	?	?	25	5	37
GIPC3	179	8	12	141	34	158
GIPR	21	16	14	11	44
GIT1	1781	58	264	1770	512	2932
GIT2	4810	109	541	5004	1564	7000
GJA1	10817	271	927	4679	1551	6408
GJA3	669	14	61	409	120	659
GJA4	?	?	?	?	?	18
GJA5	?	?	?	?	?	18
GJA9	167	8	13	189	56	203
GJA9-MYCBP	2224	50	204	1953	617	2531
GJB2	428	2	61	224	61	337
GJB3	29	2	7	3	21
GJB4	?	?	?	6	2	7
GJB5	?	?	?	?	?	16
GJB6	?	?	?	?	?	7
GJB7	152	4	15	103	49	190
GJC1	13430	402	1545	11878	3774	17385
GJC2	29	6	21	10	45
GJC3	?	?	?	9	2	25
GJD3	42	4	8	33	12	92
GJD4	?	?	?	?	?	3
GK	1898	67	222	2245	709	3317
GK2	?	?	?	?	?	2
GK3P	224	4	25	218	86	287
GK5	6076	219	735	7711	2359	11483
GKAP1	413	12	42	266	111	428
GKN1	?	?	?	18	1	13
GLA	2998	75	241	2445	838	3442
GLB1	9042	223	767	7191	2381	10307
GLB1L	1447	46	163	1455	513	2004
GLB1L2	?	?	?	?	2	2
GLB1L3	352	21	45	383	131	676
GLCCI1	245	2	16	199	90	332
GLCE	9110	195	821	3893	1176	5356
GLDC	1518	56	131	736	234	1075
GLDN	6	1	2	13	6	25
GLE1	5005	145	446	4062	1244	5598
GLG1	39010	967	3813	28637	9346	40388
GLI1	91	2	18	37	12	67
GLI2	978	27	111	822	275	1335
GLI3	2367	97	286	2357	728	3443
GLI4	66	4	7	41	24	106
GLIPR1	6147	158	598	9525	3140	13377
GLIPR1L1	25	1	4	4	30
GLIPR1L2	3861	123	342	4258	1635	5466
GLIPR2	591	15	69	764	234	1072
GLIS1	55	4	2	30	20	49
GLIS2	97	12	28	95	24	283
GLIS3	4305	100	447	3277	1108	4784
GLIS3-AS1	125	8	99	34	155
GLMN	1916	70	233	2167	639	3036
GLO1	14651	380	1358	14340	4524	20492
GLOD4	4314	97	382	4640	1385	6332
GLP2R	15	4	8	2	13
GLRA1	82	6	6	89	26	128
GLRA2	563	22	76	629	217	626
GLRA3	?	?	?	?	?	2
GLRA4	?	?	?	?	?	2
GLRB	2192	32	243	1144	380	1747
GLRX	817	26	86	1146	341	1844
GLRX2	696	2	54	696	242	1061
GLRX3	4124	122	444	5515	1816	7661
GLRX5	1927	54	170	1987	658	2919
GLS	17447	483	1846	18025	5810	27135
GLS2	391	21	49	343	92	464
GLT25D1	14566	475	1817	11180	3668	17585
GLT25D2	102	10	11	91	31	145
GLT8D1	5434	121	498	4339	1541	6210
GLT8D2	328	15	41	245	105	377
GLTP	4114	154	445	4536	1432	6796
GLTPD1	334	10	37	253	80	530
GLTPD2	?	?	?	8	1	6
GLTSCR1	100	2	9	101	34	134
GLTSCR1L	1388	37	139	1295	376	1649
GLTSCR2	1255	23	183	901	288	1725
GLUD1	10611	270	979	9858	3253	13364
GLUD1P3	145	7	20	128	56	234
GLUD1P7	2687	134	416	3808	1273	5112
GLUD2	820	24	84	751	219	877
GLUL	3526	99	256	3369	978	4731
GLYAT	?	?	?	20	12	30
GLYATL1	68	1	14	65	31	91
GLYATL2	174	4	21	122	65	190
GLYATL3	8	3	15	3	21
GLYCTK	296	11	56	220	83	362
GLYR1	4359	161	504	4626	1352	6842
GM2A	4540	133	525	3396	1083	4841
GMCL1	1353	52	134	1167	414	1626
GMCL1P1	87	2	14	69	17	114
GMDS	335	12	14	338	121	492
GMEB1	1688	55	176	1851	580	2647
GMEB2	1236	52	162	1232	341	2013
GMFB	12153	303	1067	13190	4184	19899
GMFG	14	2	19	5	47
GMIP	579	16	68	700	185	1119
GMNC	?	?	?	1	2	6
GMNN	4076	108	399	3727	1222	5853
GMPPA	2157	55	242	2060	530	2936
GMPPB	1015	46	133	789	242	1467
GMPR	520	11	79	711	242	1073
GMPR2	5321	143	479	3797	1164	5473
GMPS	12511	378	1216	11708	3851	15886
GNA11	1444	55	200	874	257	1562
GNA12	1874	84	276	2137	619	3461
GNA13	7491	236	686	8103	2720	11675
GNA14	58	2	7	49	5	83
GNA15	7	2	4	2	11
GNAI1	2609	90	277	2186	618	3088
GNAI2	13287	378	1602	11165	3324	18307
GNAI3	13163	373	1299	9981	3188	14766
GNAL	2873	130	396	3664	1050	5146
GNAO1	84	2	11	59	24	129
GNAQ	3244	77	308	3228	1031	4606
GNAS	43208	1430	5058	38012	11841	58861
GNAS-AS1	?	?	?	49	17	62
GNAT1	?	?	?	?	4	2
GNAT2	206	5	31	175	53	223
GNAZ	143	6	10	104	24	176
GNB1	9471	297	1010	9654	3048	14865
GNB1L	49	11	31	6	90
GNB2	1854	89	333	1750	537	3776
GNB2L1	52632	1702	5587	41895	12324	63747
GNB3	348	21	61	248	113	411
GNB4	11597	340	1267	11678	3744	17580
GNB5	2774	85	361	2832	839	4718
GNE	10279	345	1304	10983	3442	16005
GNG10	6229	162	600	3716	1093	5706
GNG11	1178	48	113	1866	705	3325
GNG12	17869	513	1737	13346	3938	18659
GNG12-AS1	666	26	55	567	219	798
GNG13	21	2	16	9	50
GNG2	369	4	42	362	84	548
GNG3	148	6	14	96	34	141
GNG4	1730	67	249	2338	640	3309
GNG5	1807	58	186	1910	700	3107
GNG7	340	22	57	412	161	664
GNG8	?	?	?	?	?	1
GNGT1	?	?	?	?	?	2
GNGT2	?	?	?	?	?	17
GNL1	6002	210	800	5487	1573	8403
GNL2	7366	202	742	8958	2902	12006
GNL3	10847	317	1076	13052	4296	17941
GNL3L	9915	314	1171	10722	3422	15659
GNLY	?	?	?	?	?	4
GNMT	45	1	6	26	5	55
GNN	25	2	2	50	12	46
GNPAT	3746	104	284	3791	1306	5400
GNPDA1	5706	195	571	7486	2462	10685
GNPDA2	1093	37	119	1012	353	1519
GNPNAT1	5128	145	579	6697	2007	9693
GNPTAB	8146	199	777	6164	2001	7849
GNPTG	1430	45	221	1129	343	1959
GNRH1	444	13	32	456	144	591
GNRH2	5	2	4	5	13
GNRHR	119	2	22	78	39	106
GNRHR2	15608	410	1675	17284	5120	20943
GNS	30459	871	2696	24307	8135	32690
GOLGA1	3044	60	400	2917	1028	3873
GOLGA2	6219	198	803	5422	1733	8345
GOLGA2P2Y	68	13	35	40	97
GOLGA2P3Y	68	13	35	40	97
GOLGA2P5	484	10	70	382	146	553
GOLGA3	8520	317	1132	8717	2670	14264
GOLGA4	24946	668	2420	23239	7438	31132
GOLGA5	4579	118	477	3682	1100	5039
GOLGA6A	48	2	1	73	8	121
GOLGA6B	44	2	1	82	8	98
GOLGA6C	233	7	8	223	46	251
GOLGA6D	58	2	3	65	6	73
GOLGA6L1	1717	66	270	2391	743	3344
GOLGA6L10	3040	67	382	3083	743	4082
GOLGA6L4	1880	42	203	1744	425	2316
GOLGA6L5	1991	50	208	1890	454	2595
GOLGA6L6	1711	66	276	2421	744	3423
GOLGA6L7P	72	6	7	39	23	103
GOLGA6L9	4996	118	482	4326	1098	6225
GOLGA7	2157	65	188	2203	667	3254
GOLGA7B	?	?	?	?	?	4
GOLGA8A	15833	513	1822	21135	6702	29943
GOLGA8B	14049	448	1665	17876	5557	25463
GOLGA8CP	272	5	24	298	82	411
GOLGA8DP	307	3	25	325	87	443
GOLGA8EP	253	3	21	256	59	318
